geoname,state,county,place,tract,bg,geonum,b01003001,b01003_moe001
Geographic Area Name,State FIPS,County FIPS,Place FIPS,Tract FIPS,BG FIPS,Unique ID,Total,
"Block Group 2, Census Tract 9602, Vernon County, Wisconsin",55,123,,960200,2,1551239602002,1592,446
"Block Group 3, Census Tract 9602, Vernon County, Wisconsin",55,123,,960200,3,1551239602003,1322,287
"Block Group 4, Census Tract 9602, Vernon County, Wisconsin",55,123,,960200,4,1551239602004,779,115
"Block Group 1, Census Tract 9603, Vernon County, Wisconsin",55,123,,960300,1,1551239603001,667,102
"Block Group 2, Census Tract 9603, Vernon County, Wisconsin",55,123,,960300,2,1551239603002,1059,142
"Block Group 3, Census Tract 9603, Vernon County, Wisconsin",55,123,,960300,3,1551239603003,1185,137
"Block Group 4, Census Tract 9603, Vernon County, Wisconsin",55,123,,960300,4,1551239603004,1199,160
"Block Group 1, Census Tract 9604, Vernon County, Wisconsin",55,123,,960400,1,1551239604001,1056,227
"Block Group 2, Census Tract 9604, Vernon County, Wisconsin",55,123,,960400,2,1551239604002,932,245
"Block Group 3, Census Tract 9604, Vernon County, Wisconsin",55,123,,960400,3,1551239604003,730,204
"Block Group 4, Census Tract 9604, Vernon County, Wisconsin",55,123,,960400,4,1551239604004,2194,300
"Block Group 1, Census Tract 9605, Vernon County, Wisconsin",55,123,,960500,1,1551239605001,832,109
"Block Group 2, Census Tract 9605, Vernon County, Wisconsin",55,123,,960500,2,1551239605002,917,174
"Block Group 3, Census Tract 9605, Vernon County, Wisconsin",55,123,,960500,3,1551239605003,1217,172
"Block Group 4, Census Tract 9605, Vernon County, Wisconsin",55,123,,960500,4,1551239605004,663,141
"Block Group 1, Census Tract 9606, Vernon County, Wisconsin",55,123,,960600,1,1551239606001,852,117
"Block Group 2, Census Tract 9606, Vernon County, Wisconsin",55,123,,960600,2,1551239606002,1717,217
"Block Group 3, Census Tract 9606, Vernon County, Wisconsin",55,123,,960600,3,1551239606003,1979,163
"Block Group 1, Census Tract 9607, Vernon County, Wisconsin",55,123,,960700,1,1551239607001,831,104
"Block Group 2, Census Tract 9607, Vernon County, Wisconsin",55,123,,960700,2,1551239607002,1103,126
"Block Group 3, Census Tract 9607, Vernon County, Wisconsin",55,123,,960700,3,1551239607003,653,92
"Block Group 4, Census Tract 9607, Vernon County, Wisconsin",55,123,,960700,4,1551239607004,1110,113
"Block Group 1, Census Tract 9400, Vilas County, Wisconsin",55,125,,940000,1,1551259400001,1364,183
"Block Group 2, Census Tract 9400, Vilas County, Wisconsin",55,125,,940000,2,1551259400002,2092,181
"Block Group 1, Census Tract 9502, Vilas County, Wisconsin",55,125,,950200,1,1551259502001,1270,162
"Block Group 2, Census Tract 9502, Vilas County, Wisconsin",55,125,,950200,2,1551259502002,1325,146
"Block Group 3, Census Tract 9502, Vilas County, Wisconsin",55,125,,950200,3,1551259502003,1599,187
"Block Group 1, Census Tract 9505, Vilas County, Wisconsin",55,125,,950500,1,1551259505001,1449,225
"Block Group 2, Census Tract 9505, Vilas County, Wisconsin",55,125,,950500,2,1551259505002,1366,206
"Block Group 3, Census Tract 9505, Vilas County, Wisconsin",55,125,,950500,3,1551259505003,1112,183
"Block Group 4, Census Tract 9505, Vilas County, Wisconsin",55,125,,950500,4,1551259505004,850,149
"Block Group 5, Census Tract 9505, Vilas County, Wisconsin",55,125,,950500,5,1551259505005,947,207
"Block Group 1, Census Tract 9506, Vilas County, Wisconsin",55,125,,950600,1,1551259506001,1321,134
"Block Group 2, Census Tract 9506, Vilas County, Wisconsin",55,125,,950600,2,1551259506002,1417,141
"Block Group 3, Census Tract 9506, Vilas County, Wisconsin",55,125,,950600,3,1551259506003,1065,153
"Block Group 1, Census Tract 9507, Vilas County, Wisconsin",55,125,,950700,1,1551259507001,833,150
"Block Group 2, Census Tract 9507, Vilas County, Wisconsin",55,125,,950700,2,1551259507002,1769,335
"Block Group 3, Census Tract 9507, Vilas County, Wisconsin",55,125,,950700,3,1551259507003,1622,259
"Block Group 1, Census Tract 1.01, Walworth County, Wisconsin",55,127,,101,1,1551270001011,965,279
"Block Group 2, Census Tract 1.01, Walworth County, Wisconsin",55,127,,101,2,1551270001012,578,147
"Block Group 3, Census Tract 1.01, Walworth County, Wisconsin",55,127,,101,3,1551270001013,1670,329
"Block Group 4, Census Tract 1.01, Walworth County, Wisconsin",55,127,,101,4,1551270001014,1202,226
"Block Group 5, Census Tract 1.01, Walworth County, Wisconsin",55,127,,101,5,1551270001015,1146,291
"Block Group 1, Census Tract 1.02, Walworth County, Wisconsin",55,127,,102,1,1551270001021,1513,300
"Block Group 2, Census Tract 1.02, Walworth County, Wisconsin",55,127,,102,2,1551270001022,1294,277
"Block Group 1, Census Tract 2, Walworth County, Wisconsin",55,127,,200,1,1551270002001,1293,233
"Block Group 2, Census Tract 2, Walworth County, Wisconsin",55,127,,200,2,1551270002002,1012,148
"Block Group 3, Census Tract 2, Walworth County, Wisconsin",55,127,,200,3,1551270002003,2414,267
"Block Group 4, Census Tract 2, Walworth County, Wisconsin",55,127,,200,4,1551270002004,1325,247
"Block Group 5, Census Tract 2, Walworth County, Wisconsin",55,127,,200,5,1551270002005,872,244
"Block Group 1, Census Tract 3.01, Walworth County, Wisconsin",55,127,,301,1,1551270003011,946,175
"Block Group 2, Census Tract 3.01, Walworth County, Wisconsin",55,127,,301,2,1551270003012,647,105
"Block Group 3, Census Tract 3.01, Walworth County, Wisconsin",55,127,,301,3,1551270003013,302,69
"Block Group 4, Census Tract 3.01, Walworth County, Wisconsin",55,127,,301,4,1551270003014,655,131
"Block Group 5, Census Tract 3.01, Walworth County, Wisconsin",55,127,,301,5,1551270003015,521,93
"Block Group 1, Census Tract 3.02, Walworth County, Wisconsin",55,127,,302,1,1551270003021,189,114
"Block Group 2, Census Tract 3.02, Walworth County, Wisconsin",55,127,,302,2,1551270003022,607,187
"Block Group 3, Census Tract 3.02, Walworth County, Wisconsin",55,127,,302,3,1551270003023,1227,383
"Block Group 4, Census Tract 3.02, Walworth County, Wisconsin",55,127,,302,4,1551270003024,1349,296
"Block Group 5, Census Tract 3.02, Walworth County, Wisconsin",55,127,,302,5,1551270003025,2036,277
"Block Group 6, Census Tract 3.02, Walworth County, Wisconsin",55,127,,302,6,1551270003026,877,138
"Block Group 1, Census Tract 4, Walworth County, Wisconsin",55,127,,400,1,1551270004001,846,245
"Block Group 2, Census Tract 4, Walworth County, Wisconsin",55,127,,400,2,1551270004002,1909,279
"Block Group 3, Census Tract 4, Walworth County, Wisconsin",55,127,,400,3,1551270004003,667,184
"Block Group 4, Census Tract 4, Walworth County, Wisconsin",55,127,,400,4,1551270004004,850,295
"Block Group 1, Census Tract 5.01, Walworth County, Wisconsin",55,127,,501,1,1551270005011,2342,323
"Block Group 2, Census Tract 5.01, Walworth County, Wisconsin",55,127,,501,2,1551270005012,1353,305
"Block Group 1, Census Tract 5.02, Walworth County, Wisconsin",55,127,,502,1,1551270005021,1203,274
"Block Group 2, Census Tract 5.02, Walworth County, Wisconsin",55,127,,502,2,1551270005022,1279,270
"Block Group 3, Census Tract 5.02, Walworth County, Wisconsin",55,127,,502,3,1551270005023,1079,267
"Block Group 1, Census Tract 6, Walworth County, Wisconsin",55,127,,600,1,1551270006001,1116,155
"Block Group 2, Census Tract 6, Walworth County, Wisconsin",55,127,,600,2,1551270006002,2240,196
"Block Group 3, Census Tract 6, Walworth County, Wisconsin",55,127,,600,3,1551270006003,878,111
"Block Group 4, Census Tract 6, Walworth County, Wisconsin",55,127,,600,4,1551270006004,1289,178
"Block Group 1, Census Tract 7.01, Walworth County, Wisconsin",55,127,,701,1,1551270007011,754,285
"Block Group 2, Census Tract 7.01, Walworth County, Wisconsin",55,127,,701,2,1551270007012,1302,226
"Block Group 3, Census Tract 7.01, Walworth County, Wisconsin",55,127,,701,3,1551270007013,2051,356
"Block Group 1, Census Tract 7.02, Walworth County, Wisconsin",55,127,,702,1,1551270007021,1179,334
"Block Group 2, Census Tract 7.02, Walworth County, Wisconsin",55,127,,702,2,1551270007022,1050,309
"Block Group 3, Census Tract 7.02, Walworth County, Wisconsin",55,127,,702,3,1551270007023,1156,352
"Block Group 4, Census Tract 7.02, Walworth County, Wisconsin",55,127,,702,4,1551270007024,1249,339
"Block Group 1, Census Tract 8, Walworth County, Wisconsin",55,127,,800,1,1551270008001,1314,308
"Block Group 2, Census Tract 8, Walworth County, Wisconsin",55,127,,800,2,1551270008002,1160,281
"Block Group 3, Census Tract 8, Walworth County, Wisconsin",55,127,,800,3,1551270008003,516,217
"Block Group 4, Census Tract 8, Walworth County, Wisconsin",55,127,,800,4,1551270008004,1234,286
"Block Group 5, Census Tract 8, Walworth County, Wisconsin",55,127,,800,5,1551270008005,411,162
"Block Group 1, Census Tract 9.01, Walworth County, Wisconsin",55,127,,901,1,1551270009011,1839,381
"Block Group 2, Census Tract 9.01, Walworth County, Wisconsin",55,127,,901,2,1551270009012,1103,306
"Block Group 3, Census Tract 9.01, Walworth County, Wisconsin",55,127,,901,3,1551270009013,1483,305
"Block Group 4, Census Tract 9.01, Walworth County, Wisconsin",55,127,,901,4,1551270009014,1632,474
"Block Group 1, Census Tract 9.02, Walworth County, Wisconsin",55,127,,902,1,1551270009021,2013,333
"Block Group 2, Census Tract 9.02, Walworth County, Wisconsin",55,127,,902,2,1551270009022,1303,290
"Block Group 1, Census Tract 10, Walworth County, Wisconsin",55,127,,1000,1,1551270010001,1149,286
"Block Group 2, Census Tract 10, Walworth County, Wisconsin",55,127,,1000,2,1551270010002,681,222
"Block Group 3, Census Tract 10, Walworth County, Wisconsin",55,127,,1000,3,1551270010003,1287,223
"Block Group 4, Census Tract 10, Walworth County, Wisconsin",55,127,,1000,4,1551270010004,1914,254
"Block Group 1, Census Tract 15.01, Walworth County, Wisconsin",55,127,,1501,1,1551270015011,1129,316
"Block Group 2, Census Tract 15.01, Walworth County, Wisconsin",55,127,,1501,2,1551270015012,1682,405
"Block Group 3, Census Tract 15.01, Walworth County, Wisconsin",55,127,,1501,3,1551270015013,633,210
"Block Group 1, Census Tract 15.02, Walworth County, Wisconsin",55,127,,1502,1,1551270015021,692,203
"Block Group 2, Census Tract 15.02, Walworth County, Wisconsin",55,127,,1502,2,1551270015022,1434,358
"Block Group 3, Census Tract 15.02, Walworth County, Wisconsin",55,127,,1502,3,1551270015023,683,173
"Block Group 4, Census Tract 15.02, Walworth County, Wisconsin",55,127,,1502,4,1551270015024,809,254
"Block Group 5, Census Tract 15.02, Walworth County, Wisconsin",55,127,,1502,5,1551270015025,666,159
"Block Group 6, Census Tract 15.02, Walworth County, Wisconsin",55,127,,1502,6,1551270015026,597,209
"Block Group 1, Census Tract 16.02, Walworth County, Wisconsin",55,127,,1602,1,1551270016021,1169,220
"Block Group 2, Census Tract 16.02, Walworth County, Wisconsin",55,127,,1602,2,1551270016022,1503,443
"Block Group 3, Census Tract 16.02, Walworth County, Wisconsin",55,127,,1602,3,1551270016023,2441,414
"Block Group 4, Census Tract 16.02, Walworth County, Wisconsin",55,127,,1602,4,1551270016024,1164,198
"Block Group 1, Census Tract 16.03, Walworth County, Wisconsin",55,127,,1603,1,1551270016031,1627,393
"Block Group 2, Census Tract 16.03, Walworth County, Wisconsin",55,127,,1603,2,1551270016032,1046,341
"Block Group 1, Census Tract 16.04, Walworth County, Wisconsin",55,127,,1604,1,1551270016041,1419,225
"Block Group 2, Census Tract 16.04, Walworth County, Wisconsin",55,127,,1604,2,1551270016042,597,130
"Block Group 3, Census Tract 16.04, Walworth County, Wisconsin",55,127,,1604,3,1551270016043,1448,222
"Block Group 4, Census Tract 16.04, Walworth County, Wisconsin",55,127,,1604,4,1551270016044,1414,193
"Block Group 1, Census Tract 17.01, Walworth County, Wisconsin",55,127,,1701,1,1551270017011,1941,353
"Block Group 2, Census Tract 17.01, Walworth County, Wisconsin",55,127,,1701,2,1551270017012,1194,433
"Block Group 3, Census Tract 17.01, Walworth County, Wisconsin",55,127,,1701,3,1551270017013,1157,433
"Block Group 4, Census Tract 17.01, Walworth County, Wisconsin",55,127,,1701,4,1551270017014,963,413
"Block Group 5, Census Tract 17.01, Walworth County, Wisconsin",55,127,,1701,5,1551270017015,799,382
"Block Group 1, Census Tract 17.02, Walworth County, Wisconsin",55,127,,1702,1,1551270017021,986,144
"Block Group 2, Census Tract 17.02, Walworth County, Wisconsin",55,127,,1702,2,1551270017022,565,109
"Block Group 3, Census Tract 17.02, Walworth County, Wisconsin",55,127,,1702,3,1551270017023,1004,217
"Block Group 4, Census Tract 17.02, Walworth County, Wisconsin",55,127,,1702,4,1551270017024,2386,154
"Block Group 1, Census Tract 9501, Washburn County, Wisconsin",55,129,,950100,1,1551299501001,745,87
"Block Group 2, Census Tract 9501, Washburn County, Wisconsin",55,129,,950100,2,1551299501002,480,82
"Block Group 3, Census Tract 9501, Washburn County, Wisconsin",55,129,,950100,3,1551299501003,596,96
"Block Group 1, Census Tract 9502, Washburn County, Wisconsin",55,129,,950200,1,1551299502001,928,122
"Block Group 2, Census Tract 9502, Washburn County, Wisconsin",55,129,,950200,2,1551299502002,961,86
"Block Group 1, Census Tract 9503, Washburn County, Wisconsin",55,129,,950300,1,1551299503001,1155,125
"Block Group 2, Census Tract 9503, Washburn County, Wisconsin",55,129,,950300,2,1551299503002,824,104
"Block Group 3, Census Tract 9503, Washburn County, Wisconsin",55,129,,950300,3,1551299503003,612,93
"Block Group 1, Census Tract 9505, Washburn County, Wisconsin",55,129,,950500,1,1551299505001,1497,167
"Block Group 2, Census Tract 9505, Washburn County, Wisconsin",55,129,,950500,2,1551299505002,2000,210
"Block Group 3, Census Tract 9505, Washburn County, Wisconsin",55,129,,950500,3,1551299505003,1649,203
"Block Group 1, Census Tract 9506, Washburn County, Wisconsin",55,129,,950600,1,1551299506001,1368,120
"Block Group 2, Census Tract 9506, Washburn County, Wisconsin",55,129,,950600,2,1551299506002,1134,161
"Block Group 3, Census Tract 9506, Washburn County, Wisconsin",55,129,,950600,3,1551299506003,893,123
"Block Group 4, Census Tract 9506, Washburn County, Wisconsin",55,129,,950600,4,1551299506004,1000,109
"Block Group 1, Census Tract 4001.02, Washington County, Wisconsin",55,131,,400102,1,1551314001021,2581,211
"Block Group 2, Census Tract 4001.02, Washington County, Wisconsin",55,131,,400102,2,1551314001022,1283,202
"Block Group 1, Census Tract 4001.03, Washington County, Wisconsin",55,131,,400103,1,1551314001031,1281,278
"Block Group 2, Census Tract 4001.03, Washington County, Wisconsin",55,131,,400103,2,1551314001032,819,168
"Block Group 3, Census Tract 4001.03, Washington County, Wisconsin",55,131,,400103,3,1551314001033,1907,278
"Block Group 1, Census Tract 4001.04, Washington County, Wisconsin",55,131,,400104,1,1551314001041,1594,307
"Block Group 2, Census Tract 4001.04, Washington County, Wisconsin",55,131,,400104,2,1551314001042,2246,288
"Block Group 3, Census Tract 4001.04, Washington County, Wisconsin",55,131,,400104,3,1551314001043,2022,291
"Block Group 1, Census Tract 4101, Washington County, Wisconsin",55,131,,410100,1,1551314101001,1293,317
"Block Group 2, Census Tract 4101, Washington County, Wisconsin",55,131,,410100,2,1551314101002,1746,285
"Block Group 3, Census Tract 4101, Washington County, Wisconsin",55,131,,410100,3,1551314101003,1196,248
"Block Group 4, Census Tract 4101, Washington County, Wisconsin",55,131,,410100,4,1551314101004,935,176
"Block Group 1, Census Tract 4201.03, Washington County, Wisconsin",55,131,,420103,1,1551314201031,926,183
"Block Group 2, Census Tract 4201.03, Washington County, Wisconsin",55,131,,420103,2,1551314201032,949,187
"Block Group 3, Census Tract 4201.03, Washington County, Wisconsin",55,131,,420103,3,1551314201033,946,216
"Block Group 4, Census Tract 4201.03, Washington County, Wisconsin",55,131,,420103,4,1551314201034,2455,370
"Block Group 5, Census Tract 4201.03, Washington County, Wisconsin",55,131,,420103,5,1551314201035,936,207
"Block Group 1, Census Tract 4201.04, Washington County, Wisconsin",55,131,,420104,1,1551314201041,1863,141
"Block Group 2, Census Tract 4201.04, Washington County, Wisconsin",55,131,,420104,2,1551314201042,1342,179
"Block Group 3, Census Tract 4201.04, Washington County, Wisconsin",55,131,,420104,3,1551314201043,1535,209
"Block Group 1, Census Tract 4201.05, Washington County, Wisconsin",55,131,,420105,1,1551314201051,1268,217
"Block Group 2, Census Tract 4201.05, Washington County, Wisconsin",55,131,,420105,2,1551314201052,2538,354
"Block Group 3, Census Tract 4201.05, Washington County, Wisconsin",55,131,,420105,3,1551314201053,1068,341
"Block Group 1, Census Tract 4201.06, Washington County, Wisconsin",55,131,,420106,1,1551314201061,2159,304
"Block Group 2, Census Tract 4201.06, Washington County, Wisconsin",55,131,,420106,2,1551314201062,1669,356
"Block Group 1, Census Tract 4202, Washington County, Wisconsin",55,131,,420200,1,1551314202001,816,178
"Block Group 2, Census Tract 4202, Washington County, Wisconsin",55,131,,420200,2,1551314202002,613,182
"Block Group 3, Census Tract 4202, Washington County, Wisconsin",55,131,,420200,3,1551314202003,1037,430
"Block Group 4, Census Tract 4202, Washington County, Wisconsin",55,131,,420200,4,1551314202004,2172,255
"Block Group 5, Census Tract 4202, Washington County, Wisconsin",55,131,,420200,5,1551314202005,888,228
"Block Group 1, Census Tract 4203, Washington County, Wisconsin",55,131,,420300,1,1551314203001,1351,200
"Block Group 2, Census Tract 4203, Washington County, Wisconsin",55,131,,420300,2,1551314203002,726,170
"Block Group 3, Census Tract 4203, Washington County, Wisconsin",55,131,,420300,3,1551314203003,1823,378
"Block Group 4, Census Tract 4203, Washington County, Wisconsin",55,131,,420300,4,1551314203004,1707,357
"Block Group 1, Census Tract 4204.01, Washington County, Wisconsin",55,131,,420401,1,1551314204011,643,165
"Block Group 2, Census Tract 4204.01, Washington County, Wisconsin",55,131,,420401,2,1551314204012,1270,164
"Block Group 1, Census Tract 4204.02, Washington County, Wisconsin",55,131,,420402,1,1551314204021,977,150
"Block Group 2, Census Tract 4204.02, Washington County, Wisconsin",55,131,,420402,2,1551314204022,1249,193
"Block Group 1, Census Tract 4301, Washington County, Wisconsin",55,131,,430100,1,1551314301001,2068,207
"Block Group 2, Census Tract 4301, Washington County, Wisconsin",55,131,,430100,2,1551314301002,1036,182
"Block Group 3, Census Tract 4301, Washington County, Wisconsin",55,131,,430100,3,1551314301003,2462,184
"Block Group 1, Census Tract 4401.03, Washington County, Wisconsin",55,131,,440103,1,1551314401031,2786,418
"Block Group 2, Census Tract 4401.03, Washington County, Wisconsin",55,131,,440103,2,1551314401032,2127,271
"Block Group 1, Census Tract 4401.04, Washington County, Wisconsin",55,131,,440104,1,1551314401041,1363,368
"Block Group 2, Census Tract 4401.04, Washington County, Wisconsin",55,131,,440104,2,1551314401042,728,247
"Block Group 3, Census Tract 4401.04, Washington County, Wisconsin",55,131,,440104,3,1551314401043,3311,480
"Block Group 1, Census Tract 4401.05, Washington County, Wisconsin",55,131,,440105,1,1551314401051,2050,323
"Block Group 2, Census Tract 4401.05, Washington County, Wisconsin",55,131,,440105,2,1551314401052,1404,268
"Block Group 1, Census Tract 4401.06, Washington County, Wisconsin",55,131,,440106,1,1551314401061,2209,169
"Block Group 2, Census Tract 4401.06, Washington County, Wisconsin",55,131,,440106,2,1551314401062,1551,168
"Block Group 1, Census Tract 4402, Washington County, Wisconsin",55,131,,440200,1,1551314402001,1152,270
"Block Group 2, Census Tract 4402, Washington County, Wisconsin",55,131,,440200,2,1551314402002,831,252
"Block Group 3, Census Tract 4402, Washington County, Wisconsin",55,131,,440200,3,1551314402003,1122,258
"Block Group 4, Census Tract 4402, Washington County, Wisconsin",55,131,,440200,4,1551314402004,880,210
"Block Group 1, Census Tract 4501.03, Washington County, Wisconsin",55,131,,450103,1,1551314501031,2081,336
"Block Group 2, Census Tract 4501.03, Washington County, Wisconsin",55,131,,450103,2,1551314501032,2983,358
"Block Group 1, Census Tract 4501.04, Washington County, Wisconsin",55,131,,450104,1,1551314501041,1367,333
"Block Group 2, Census Tract 4501.04, Washington County, Wisconsin",55,131,,450104,2,1551314501042,3081,396
"Block Group 3, Census Tract 4501.04, Washington County, Wisconsin",55,131,,450104,3,1551314501043,1773,255
"Block Group 1, Census Tract 4501.05, Washington County, Wisconsin",55,131,,450105,1,1551314501051,2326,276
"Block Group 2, Census Tract 4501.05, Washington County, Wisconsin",55,131,,450105,2,1551314501052,427,126
"Block Group 1, Census Tract 4501.06, Washington County, Wisconsin",55,131,,450106,1,1551314501061,2352,312
"Block Group 2, Census Tract 4501.06, Washington County, Wisconsin",55,131,,450106,2,1551314501062,1901,309
"Block Group 3, Census Tract 4501.06, Washington County, Wisconsin",55,131,,450106,3,1551314501063,1715,357
"Block Group 1, Census Tract 4601.01, Washington County, Wisconsin",55,131,,460101,1,1551314601011,2269,283
"Block Group 2, Census Tract 4601.01, Washington County, Wisconsin",55,131,,460101,2,1551314601012,1237,181
"Block Group 3, Census Tract 4601.01, Washington County, Wisconsin",55,131,,460101,3,1551314601013,2846,280
"Block Group 1, Census Tract 4601.02, Washington County, Wisconsin",55,131,,460102,1,1551314601021,1649,189
"Block Group 2, Census Tract 4601.02, Washington County, Wisconsin",55,131,,460102,2,1551314601022,958,174
"Block Group 3, Census Tract 4601.02, Washington County, Wisconsin",55,131,,460102,3,1551314601023,604,145
"Block Group 4, Census Tract 4601.02, Washington County, Wisconsin",55,131,,460102,4,1551314601024,1771,248
"Block Group 1, Census Tract 4701, Washington County, Wisconsin",55,131,,470100,1,1551314701001,584,197
"Block Group 2, Census Tract 4701, Washington County, Wisconsin",55,131,,470100,2,1551314701002,1631,422
"Block Group 3, Census Tract 4701, Washington County, Wisconsin",55,131,,470100,3,1551314701003,1677,306
"Block Group 4, Census Tract 4701, Washington County, Wisconsin",55,131,,470100,4,1551314701004,980,385
"Block Group 1, Census Tract 4702.02, Washington County, Wisconsin",55,131,,470202,1,1551314702021,2060,291
"Block Group 2, Census Tract 4702.02, Washington County, Wisconsin",55,131,,470202,2,1551314702022,1157,278
"Block Group 3, Census Tract 4702.02, Washington County, Wisconsin",55,131,,470202,3,1551314702023,1359,289
"Block Group 4, Census Tract 4702.02, Washington County, Wisconsin",55,131,,470202,4,1551314702024,1606,341
"Block Group 1, Census Tract 4702.03, Washington County, Wisconsin",55,131,,470203,1,1551314702031,1444,342
"Block Group 2, Census Tract 4702.03, Washington County, Wisconsin",55,131,,470203,2,1551314702032,1519,291
"Block Group 3, Census Tract 4702.03, Washington County, Wisconsin",55,131,,470203,3,1551314702033,1443,235
"Block Group 1, Census Tract 4702.04, Washington County, Wisconsin",55,131,,470204,1,1551314702041,4477,270
"Block Group 1, Census Tract 2001.01, Waukesha County, Wisconsin",55,133,,200101,1,1551332001011,804,207
"Block Group 2, Census Tract 2001.01, Waukesha County, Wisconsin",55,133,,200101,2,1551332001012,1332,201
"Block Group 3, Census Tract 2001.01, Waukesha County, Wisconsin",55,133,,200101,3,1551332001013,1375,236
"Block Group 4, Census Tract 2001.01, Waukesha County, Wisconsin",55,133,,200101,4,1551332001014,950,194
"Block Group 1, Census Tract 2001.02, Waukesha County, Wisconsin",55,133,,200102,1,1551332001021,1665,381
"Block Group 2, Census Tract 2001.02, Waukesha County, Wisconsin",55,133,,200102,2,1551332001022,681,137
"Block Group 3, Census Tract 2001.02, Waukesha County, Wisconsin",55,133,,200102,3,1551332001023,1082,236
"Block Group 4, Census Tract 2001.02, Waukesha County, Wisconsin",55,133,,200102,4,1551332001024,1682,436
"Block Group 1, Census Tract 2001.03, Waukesha County, Wisconsin",55,133,,200103,1,1551332001031,1248,171
"Block Group 2, Census Tract 2001.03, Waukesha County, Wisconsin",55,133,,200103,2,1551332001032,835,231
"Block Group 3, Census Tract 2001.03, Waukesha County, Wisconsin",55,133,,200103,3,1551332001033,1167,312
"Block Group 1, Census Tract 2002.01, Waukesha County, Wisconsin",55,133,,200201,1,1551332002011,1530,242
"Block Group 2, Census Tract 2002.01, Waukesha County, Wisconsin",55,133,,200201,2,1551332002012,2000,222
"Block Group 1, Census Tract 2002.02, Waukesha County, Wisconsin",55,133,,200202,1,1551332002021,1542,252
"Block Group 2, Census Tract 2002.02, Waukesha County, Wisconsin",55,133,,200202,2,1551332002022,673,187
"Block Group 3, Census Tract 2002.02, Waukesha County, Wisconsin",55,133,,200202,3,1551332002023,2032,297
"Block Group 1, Census Tract 2003, Waukesha County, Wisconsin",55,133,,200300,1,1551332003001,1093,196
"Block Group 2, Census Tract 2003, Waukesha County, Wisconsin",55,133,,200300,2,1551332003002,778,167
"Block Group 3, Census Tract 2003, Waukesha County, Wisconsin",55,133,,200300,3,1551332003003,1034,192
"Block Group 4, Census Tract 2003, Waukesha County, Wisconsin",55,133,,200300,4,1551332003004,1300,196
"Block Group 1, Census Tract 2004, Waukesha County, Wisconsin",55,133,,200400,1,1551332004001,2207,311
"Block Group 2, Census Tract 2004, Waukesha County, Wisconsin",55,133,,200400,2,1551332004002,1225,325
"Block Group 3, Census Tract 2004, Waukesha County, Wisconsin",55,133,,200400,3,1551332004003,1959,293
"Block Group 4, Census Tract 2004, Waukesha County, Wisconsin",55,133,,200400,4,1551332004004,1235,247
"Block Group 1, Census Tract 2005, Waukesha County, Wisconsin",55,133,,200500,1,1551332005001,2126,325
"Block Group 2, Census Tract 2005, Waukesha County, Wisconsin",55,133,,200500,2,1551332005002,1657,255
"Block Group 3, Census Tract 2005, Waukesha County, Wisconsin",55,133,,200500,3,1551332005003,1602,223
"Block Group 1, Census Tract 2006, Waukesha County, Wisconsin",55,133,,200600,1,1551332006001,823,182
"Block Group 2, Census Tract 2006, Waukesha County, Wisconsin",55,133,,200600,2,1551332006002,960,162
"Block Group 1, Census Tract 2007, Waukesha County, Wisconsin",55,133,,200700,1,1551332007001,620,117
"Block Group 2, Census Tract 2007, Waukesha County, Wisconsin",55,133,,200700,2,1551332007002,1276,163
"Block Group 3, Census Tract 2007, Waukesha County, Wisconsin",55,133,,200700,3,1551332007003,1718,209
"Block Group 1, Census Tract 2008.01, Waukesha County, Wisconsin",55,133,,200801,1,1551332008011,1330,294
"Block Group 2, Census Tract 2008.01, Waukesha County, Wisconsin",55,133,,200801,2,1551332008012,1368,201
"Block Group 3, Census Tract 2008.01, Waukesha County, Wisconsin",55,133,,200801,3,1551332008013,973,164
"Block Group 4, Census Tract 2008.01, Waukesha County, Wisconsin",55,133,,200801,4,1551332008014,1273,211
"Block Group 1, Census Tract 2008.03, Waukesha County, Wisconsin",55,133,,200803,1,1551332008031,1279,259
"Block Group 2, Census Tract 2008.03, Waukesha County, Wisconsin",55,133,,200803,2,1551332008032,1811,274
"Block Group 3, Census Tract 2008.03, Waukesha County, Wisconsin",55,133,,200803,3,1551332008033,1359,220
"Block Group 1, Census Tract 2008.04, Waukesha County, Wisconsin",55,133,,200804,1,1551332008041,1371,272
"Block Group 2, Census Tract 2008.04, Waukesha County, Wisconsin",55,133,,200804,2,1551332008042,1374,269
"Block Group 3, Census Tract 2008.04, Waukesha County, Wisconsin",55,133,,200804,3,1551332008043,969,174
"Block Group 1, Census Tract 2009.01, Waukesha County, Wisconsin",55,133,,200901,1,1551332009011,1277,199
"Block Group 2, Census Tract 2009.01, Waukesha County, Wisconsin",55,133,,200901,2,1551332009012,1482,190
"Block Group 3, Census Tract 2009.01, Waukesha County, Wisconsin",55,133,,200901,3,1551332009013,1054,154
"Block Group 1, Census Tract 2009.02, Waukesha County, Wisconsin",55,133,,200902,1,1551332009021,1235,201
"Block Group 2, Census Tract 2009.02, Waukesha County, Wisconsin",55,133,,200902,2,1551332009022,632,136
"Block Group 3, Census Tract 2009.02, Waukesha County, Wisconsin",55,133,,200902,3,1551332009023,618,123
"Block Group 4, Census Tract 2009.02, Waukesha County, Wisconsin",55,133,,200902,4,1551332009024,1488,194
